ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
season,0.0,10,NEULAMÄKI,PUIJONLAAKSO,872.0,3840,1,38.3,20.4
season,0.0,6,TORI,SATAMA,237.0,950,1,4.8,8.7
single,0.25,6,TORI,SATAMA,240.0,940,1,4.2,8.4
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,22.0,0,1,0.0,0.0
season,0.0,5,TORI,TASAVALLANKATU,604.0,2100,1,17.5,9.6
single,0.7,5,KAUPPAKATU,TORI,813.0,2980,1,21.8,6.6
single,0.4,7,TORI,TASAVALLANKATU,471.0,2020,1,12.3,6.6
single,0.05,6,KEILANKANTA,KEILANKANTA,10.0,0,1,0.0,0.0
season,0.0,6,PUIJONLAAKSO,KAUPPAKATU,656.0,2860,1,11.7,8.7
season,0.0,5,KYS,KYS,70.0,30,1,0.7,0.0
season,0.0,10,TORI,KAUPPAKATU,99.0,380,1,2.2,1.2
single,1.15,5,MICROTEKNIA,TORI,1361.0,3210,1,28.1,5.1
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,292.0,1440,1,5.4,9.6
season,0.0,5,KAUPPAKATU,NEULAMÄKI,881.0,4370,1,41.8,7.8
savonia,0.0,10,NEULAMÄKI,NEULAMÄKI,261.0,1420,1,5.1,0.9
single,0.1,5,KEILANKANTA,KEILANKANTA,80.0,0,1,0.0,0.0
season,0.0,8,KAUPPAKATU,KEILANKANTA,1094.0,6150,1,32.1,7.2
single,0.45,6,SATAMA,TASAVALLANKATU,508.0,2690,1,17.2,1.8
single,0.8,6,SATAMA,TASAVALLANKATU,913.0,2680,1,29.0,7.2
season,0.0,9,KEILANKANTA,KEILANKANTA,74.0,10,1,0.0,0.0
single,0.9,7,KAUPPAKATU,TORI,1066.0,3900,1,24.1,9.9
single,0.05,6,KEILANKANTA,KEILANKANTA,55.0,0,1,0.0,0.0
single,1.25,7,SATAMA,KEILANKANTA,1445.0,7500,1,52.0,6.9
single,1.1,5,KAUPPAKATU,KEILANKANTA,1305.0,6400,1,45.9,12.0
single,0.45,5,PUIJONLAAKSO,TORI,507.0,2680,1,10.7,15.6
single,0.05,5,TASAVALLANKATU,TASAVALLANKATU,8.0,0,0,0.0,0.0
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,767.0,3200,1,30.3,15.9
single,0.3,5,SATAMA,TORI,343.0,1060,1,8.5,2.1
season,0.0,9,KYS,TASAVALLANKATU,638.0,3510,1,21.5,4.5
season,0.0,9,NEULAMÄKI,TORI,810.0,4370,1,21.4,12.0
season,0.0,7,TORI,NEULAMÄKI,813.0,4490,1,35.4,4.5
season,0.0,10,TORI,TASAVALLANKATU,470.0,2050,1,15.0,2.7
season,0.0,9,KAUPPAKATU,KAUPPAKATU,43.0,0,1,0.0,0.0
season,0.0,7,KAUPPAKATU,NEULAMÄKI,1000.0,5200,1,48.0,7.5
savonia,0.0,10,MICROTEKNIA,NEULAMÄKI,483.0,1450,1,35.3,3.6
season,0.0,10,TORI,KAUPPAKATU,133.0,350,1,3.5,0.3
season,0.0,6,SATAMA,TORI,351.0,1010,1,15.2,2.4
single,0.1,6,TORI,KAUPPAKATU,117.0,400,1,2.0,0.9
season,0.0,10,TORI,KAUPPAKATU,216.0,-210,1,0.7,0.0
savonia,0.0,9,TORI,TASAVALLANKATU,555.0,2250,1,14.9,4.8
season,0.0,8,PUIJONLAAKSO,SATAMA,666.0,3250,1,16.4,18.6
season,0.0,6,TORI,TORI,197.0,60,1,0.0,0.0
season,0.0,7,KYS,TORI,337.0,1910,1,7.8,4.8
season,0.0,9,NEULAMÄKI,KAUPPAKATU,833.0,4440,1,25.6,15.6
single,0.55,6,TORI,PUIJONLAAKSO,642.0,2330,1,23.0,3.3
single,0.05,6,TORI,TORI,44.0,0,1,0.0,0.0
single,0.35,7,PUIJONLAAKSO,KAUPPAKATU,413.0,2310,1,7.1,5.4
season,0.0,7,KAUPPAKATU,KAUPPAKATU,22.0,0,0,0.0,0.0
single,0.35,7,PUIJONLAAKSO,MICROTEKNIA,410.0,2140,1,12.5,20.4
single,0.95,7,KEILANKANTA,KAUPPAKATU,1111.0,6050,1,27.4,5.7
single,0.05,6,SATAMA,SATAMA,13.0,0,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,463.0,1460,1,23.0,2.1
season,0.0,10,TORI,TORI,798.0,970,1,9.5,3.6
season,0.0,5,TORI,KAUPPAKATU,393.0,-220,1,0.0,0.0
single,1.4,7,TASAVALLANKATU,TASAVALLANKATU,1660.0,5900,1,33.1,6.6
single,0.65,5,TASAVALLANKATU,KAUPPAKATU,775.0,2050,1,19.9,8.1
single,1.4,6,TASAVALLANKATU,PIRTTI,1641.0,8470,1,59.7,10.2
season,0.0,8,PUIJONLAAKSO,TORI,510.0,2330,1,11.5,18.6
single,0.45,6,TORI,TASAVALLANKATU,491.0,2010,1,9.2,4.2
single,0.65,9,KAUPPAKATU,PUIJONLAAKSO,772.0,3020,1,36.0,4.5
single,1.0,4,KEILANKANTA,MICROTEKNIA,1197.0,6810,1,42.6,1.2
single,0.7,6,TASAVALLANKATU,KEILANKANTA,788.0,4440,1,17.5,3.0
season,0.0,7,NEULAMÄKI,MICROTEKNIA,329.0,1390,1,6.0,8.4
single,0.05,7,TORI,TORI,39.0,0,1,0.0,0.0
single,0.6,7,TORI,PUIJONLAAKSO,668.0,2580,1,19.4,4.5
season,0.0,9,TORI,NEULAMÄKI,1030.0,4660,1,52.6,15.0
savonia,0.0,10,MICROTEKNIA,TORI,793.0,3020,1,27.7,12.6
single,0.5,9,PUIJONLAAKSO,PUIJONLAAKSO,548.0,2590,1,8.9,13.5
season,0.0,8,PUIJONLAAKSO,PUIJONLAAKSO,93.0,-50,1,0.1,0.0
single,0.65,7,PIRTTI,KEILANKANTA,752.0,4200,1,20.4,3.3
single,0.1,5,TORI,TORI,95.0,0,1,0.0,0.0
single,0.4,7,TORI,TASAVALLANKATU,435.0,2000,1,13.6,10.2
single,0.75,7,SATAMA,PUIJONLAAKSO,892.0,1810,1,18.3,2.4
season,0.0,7,KAUPPAKATU,KAUPPAKATU,83.0,100,1,0.7,0.6
single,0.1,4,KYS,KYS,80.0,90,0,0.0,0.0
single,0.45,5,TORI,KYS,488.0,1880,1,17.0,6.3
single,1.25,5,TORI,KEILANKANTA,1447.0,6460,1,31.6,9.3
savonia,0.0,10,SATAMA,TORI,1622.0,2820,1,23.6,9.9
season,0.0,6,KEILANKANTA,NEULAMÄKI,1543.0,8150,1,60.1,1.2
savonia,0.0,10,TORI,TORI,157.0,40,1,0.4,0.0
single,0.05,5,SATAMA,SATAMA,7.0,0,1,0.0,0.0
season,0.0,5,KAUPPAKATU,TASAVALLANKATU,1086.0,1880,1,12.1,4.5
single,0.55,5,MICROTEKNIA,TORI,654.0,3030,1,16.9,9.3
savonia,0.0,9,PUIJONLAAKSO,MICROTEKNIA,431.0,2130,1,13.0,24.6
single,0.4,5,KAUPPAKATU,SATAMA,425.0,1250,1,8.0,5.7
single,0.05,6,PUIJONLAAKSO,PUIJONLAAKSO,35.0,0,1,0.0,0.0
single,0.8,5,TORI,NEULAMÄKI,937.0,4580,1,36.7,8.7
season,0.0,8,PUIJONLAAKSO,PUIJONLAAKSO,105.0,-30,1,0.4,0.0
season,0.0,7,KEILANKANTA,KEILANKANTA,108.0,20,1,0.1,0.0
single,3.0,7,KAUPPAKATU,KAUPPAKATU,3545.0,13650,1,88.0,35.1
single,1.25,9,SATAMA,SATAMA,1481.0,6560,1,44.4,16.8
season,0.0,6,KYS,KYS,25.0,10,1,0.3,0.0
savonia,0.0,10,KAUPPAKATU,MICROTEKNIA,671.0,2970,1,21.3,4.8
single,0.9,6,TORI,NEULAMÄKI,1045.0,4460,1,34.8,7.2
single,1.2,9,KEILANKANTA,TASAVALLANKATU,1408.0,4400,1,0.0,0.0
season,0.0,8,KAUPPAKATU,TORI,169.0,410,1,4.2,0.3
season,0.0,6,KYS,KAUPPAKATU,398.0,1790,1,10.5,3.6
single,0.1,5,SATAMA,SATAMA,69.0,220,1,2.5,0.9
season,0.0,6,TORI,TORI,37.0,0,1,0.0,0.0
season,0.0,5,NEULAMÄKI,MICROTEKNIA,264.0,1490,1,6.5,5.4
single,0.3,6,SATAMA,TORI,305.0,950,1,13.6,1.8
single,0.3,5,SATAMA,TORI,329.0,940,1,12.2,2.4
season,0.0,5,TASAVALLANKATU,TORI,722.0,2020,1,15.8,4.2
single,0.75,6,NEULAMÄKI,TORI,883.0,4450,1,20.9,24.6
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,688.0,1970,1,17.5,6.6
single,0.05,7,SATAMA,SATAMA,27.0,0,1,0.0,0.0
season,0.0,7,NEULAMÄKI,TORI,941.0,4470,1,40.8,28.5
single,0.15,7,PUIJONLAAKSO,PUIJONLAAKSO,148.0,0,1,0.0,0.0
single,0.3,9,KAUPPAKATU,TASAVALLANKATU,357.0,1610,1,9.7,2.7
single,0.45,6,TORI,TORI,517.0,2260,1,23.7,3.6
single,0.05,7,TORI,TORI,29.0,0,1,0.0,0.0
savonia,0.0,9,TASAVALLANKATU,NEULAMÄKI,789.0,3750,1,39.1,3.3
season,0.0,5,NEULAMÄKI,MICROTEKNIA,242.0,1380,1,4.5,3.3
single,1.05,10,KEILANKANTA,KAUPPAKATU,1256.0,6090,1,33.8,6.6
season,0.0,7,PUIJONLAAKSO,TORI,690.0,2390,1,9.6,5.4
single,0.3,8,TASAVALLANKATU,KAUPPAKATU,346.0,1650,1,9.5,1.5
season,0.0,6,TORI,TORI,80.0,0,0,0.0,0.0
single,0.5,10,PUIJONLAAKSO,KAUPPAKATU,554.0,2550,1,10.4,14.4
savonia,0.0,10,KAUPPAKATU,TORI,805.0,1680,1,17.3,4.5
single,0.5,5,KYS,TORI,563.0,2640,1,17.8,9.3
season,0.0,5,SATAMA,SATAMA,572.0,30,1,0.8,0.0
season,0.0,6,KAUPPAKATU,KAUPPAKATU,688.0,1130,1,7.5,3.0
single,1.5,9,KAUPPAKATU,TORI,1782.0,6500,1,65.9,23.1
single,0.65,5,NEULAMÄKI,KAUPPAKATU,734.0,4600,1,22.9,6.9
single,0.45,10,TASAVALLANKATU,KAUPPAKATU,485.0,1620,1,11.4,2.4
season,0.0,6,MICROTEKNIA,MICROTEKNIA,190.0,0,1,0.0,0.0
season,0.0,5,PUIJONLAAKSO,KAUPPAKATU,716.0,2500,1,13.5,12.0
season,0.0,9,TORI,SATAMA,186.0,900,1,3.6,5.7
season,0.0,5,SATAMA,TORI,292.0,940,1,10.8,1.2
single,0.45,7,PUIJONLAAKSO,TORI,496.0,2320,1,9.9,5.4
season,0.0,5,MICROTEKNIA,NEULAMÄKI,691.0,1350,1,19.1,2.1
single,1.4,6,KAUPPAKATU,KAUPPAKATU,1664.0,8600,1,62.8,12.0
single,0.05,7,TORI,TORI,27.0,0,1,0.0,0.0
single,0.05,6,SATAMA,SATAMA,29.0,0,1,0.0,0.0
single,0.95,8,TORI,TORI,1136.0,4840,1,36.8,10.5
single,0.2,7,KEILANKANTA,KEILANKANTA,195.0,60,1,0.8,0.0
single,0.55,5,KAUPPAKATU,TASAVALLANKATU,612.0,1640,0,0.0,2.7
single,0.25,5,KAUPPAKATU,TORI,250.0,-240,1,0.0,0.0
season,0.0,7,SATAMA,TORI,897.0,1160,0,0.0,0.3
single,0.2,9,KAUPPAKATU,SATAMA,203.0,1010,1,5.9,4.2
season,0.0,9,NEULAMÄKI,MICROTEKNIA,427.0,1390,1,5.5,14.1
single,0.45,8,PUIJONLAAKSO,PUIJONLAAKSO,527.0,2510,1,9.9,6.6
season,0.0,5,SATAMA,TORI,241.0,900,1,12.9,0.3
savonia,0.0,9,PUIJONLAAKSO,PUIJONLAAKSO,99.0,100,1,1.2,0.6
single,0.8,5,TASAVALLANKATU,NEULAMÄKI,925.0,3670,1,37.2,9.0
single,0.3,8,SATAMA,KAUPPAKATU,319.0,1190,1,14.1,2.4
savonia,0.0,9,TORI,MICROTEKNIA,818.0,2990,1,17.5,9.9
season,0.0,6,TASAVALLANKATU,TASAVALLANKATU,11.0,0,1,0.0,0.0
single,0.25,6,TORI,SATAMA,288.0,950,1,1.9,5.4
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,555.0,2380,1,21.2,17.4
single,0.35,8,KAUPPAKATU,TASAVALLANKATU,406.0,1620,1,11.4,1.2
single,0.8,10,NEULAMÄKI,TORI,908.0,4390,1,28.2,11.1
single,1.15,7,SATAMA,TORI,1362.0,2130,1,18.1,1.5
single,0.25,5,KYS,PUIJONLAAKSO,299.0,870,1,16.8,0.6
season,0.0,9,PUIJONLAAKSO,TASAVALLANKATU,746.0,0,1,0.0,0.0
single,0.05,8,KAUPPAKATU,KAUPPAKATU,33.0,0,1,0.0,0.0
savonia,0.0,9,TORI,PUIJONLAAKSO,816.0,3160,1,32.7,4.8
single,0.05,5,NEULAMÄKI,NEULAMÄKI,9.0,0,1,0.0,0.0
single,1.0,5,KEILANKANTA,TORI,1182.0,6420,1,28.5,4.2
season,0.0,10,TORI,KYS,475.0,1860,1,21.7,5.1
season,0.0,5,MICROTEKNIA,MICROTEKNIA,38.0,0,1,0.0,0.0
season,0.0,5,NEULAMÄKI,MICROTEKNIA,274.0,1410,1,6.3,5.7
single,0.7,6,MICROTEKNIA,TORI,789.0,5740,1,54.6,28.2
single,0.75,8,TORI,NEULAMÄKI,843.0,4480,1,36.7,5.4
season,0.0,7,SATAMA,TORI,334.0,930,0,0.0,0.0
single,0.65,7,MICROTEKNIA,TORI,726.0,3100,0,0.0,7.2
single,0.25,6,PUIJONLAAKSO,KYS,290.0,1060,0,0.0,16.8
single,1.75,8,PIRTTI,KAUPPAKATU,2091.0,10220,1,60.1,16.5
single,0.3,6,TORI,SATAMA,312.0,940,1,5.7,10.2
single,0.3,9,MICROTEKNIA,NEULAMÄKI,300.0,1400,1,16.1,2.7
single,0.35,6,TASAVALLANKATU,KAUPPAKATU,405.0,1630,1,10.2,1.2
single,0.05,5,TORI,TORI,21.0,0,1,0.0,0.0
single,1.25,6,NEULAMÄKI,PIRTTI,1467.0,8260,1,47.3,30.6
savonia,0.0,9,KAUPPAKATU,MICROTEKNIA,1075.0,2830,0,0.0,11.1
season,0.0,7,KAUPPAKATU,KAUPPAKATU,28.0,0,1,0.0,0.0
single,0.35,5,NEULAMÄKI,MICROTEKNIA,370.0,1430,0,0.0,3.0
season,0.0,7,PUIJONLAAKSO,KAUPPAKATU,679.0,2200,0,0.0,20.7
single,0.95,8,KEILANKANTA,KAUPPAKATU,1091.0,6130,1,33.3,4.5
season,0.0,7,PUIJONLAAKSO,TORI,595.0,2540,1,9.5,9.6
single,0.3,6,MICROTEKNIA,NEULAMÄKI,348.0,1390,1,19.3,2.4
single,0.2,6,KYS,KYS,222.0,720,0,0.0,1.8
season,0.0,8,TORI,PUIJONLAAKSO,892.0,2780,1,38.5,3.9
season,0.0,5,TORI,PUIJONLAAKSO,622.0,2630,1,21.9,3.9
single,0.5,8,PUIJONLAAKSO,TORI,549.0,2310,1,10.6,12.3
season,0.0,5,NEULAMÄKI,TORI,723.0,4460,1,17.4,9.9
single,0.65,9,KAUPPAKATU,PUIJONLAAKSO,744.0,2900,1,30.7,3.0
season,0.0,10,KEILANKANTA,KEILANKANTA,13.0,0,1,0.0,0.0
season,0.0,5,KAUPPAKATU,NEULAMÄKI,983.0,4400,1,54.2,9.3
single,1.55,7,TORI,KEILANKANTA,1859.0,7770,1,48.1,22.2
single,0.5,6,TORI,TORI,579.0,2740,1,15.6,6.6
season,0.0,8,KAUPPAKATU,PUIJONLAAKSO,1209.0,3380,1,40.3,6.9
season,0.0,7,KAUPPAKATU,KAUPPAKATU,28.0,0,1,0.0,0.0
season,0.0,9,KYS,PUIJONLAAKSO,226.0,870,1,15.8,0.3
single,0.35,6,KYS,TORI,362.0,1810,1,8.0,5.1
single,4.1,8,NEULAMÄKI,NEULAMÄKI,4911.0,20770,1,124.2,52.2
single,0.05,7,SATAMA,SATAMA,56.0,0,1,0.0,0.0
season,0.0,7,TORI,TORI,52.0,30,0,0.0,0.0
season,0.0,8,NEULAMÄKI,TASAVALLANKATU,647.0,3760,1,17.3,0.9
single,0.3,6,KEILANKANTA,KEILANKANTA,313.0,680,0,0.0,0.0
single,1.1,6,TORI,NEULAMÄKI,1273.0,5850,1,54.3,16.8
season,0.0,5,SATAMA,TASAVALLANKATU,1447.0,5300,1,31.0,3.9
savonia,0.0,10,TORI,TORI,846.0,1740,1,17.0,3.3
single,0.05,10,KAUPPAKATU,KAUPPAKATU,17.0,0,1,0.0,0.0
season,0.0,9,MICROTEKNIA,KEILANKANTA,1299.0,6980,1,55.7,5.4
season,0.0,6,TORI,TORI,2.0,0,0,0.0,0.0
single,0.55,7,KAUPPAKATU,TASAVALLANKATU,613.0,1970,0,0.0,1.2
single,0.4,6,SATAMA,KAUPPAKATU,473.0,2050,1,20.0,4.8
single,0.3,10,MICROTEKNIA,NEULAMÄKI,337.0,1410,1,17.6,3.6
single,0.55,5,MICROTEKNIA,PUIJONLAAKSO,647.0,2140,1,26.4,7.5
single,0.55,6,PUIJONLAAKSO,SATAMA,610.0,3230,1,12.1,17.7
season,0.0,9,NEULAMÄKI,NEULAMÄKI,829.0,3470,1,22.8,10.2
single,0.1,7,TORI,TORI,67.0,0,1,0.0,0.0
single,1.35,5,PUIJONLAAKSO,PUIJONLAAKSO,1572.0,5780,1,34.8,15.0
single,0.2,8,SATAMA,KAUPPAKATU,238.0,1010,1,9.3,0.9
single,0.95,5,TASAVALLANKATU,PUIJONLAAKSO,1080.0,3430,1,46.0,6.3
single,0.85,6,NEULAMÄKI,TORI,980.0,4550,1,29.3,31.8
single,0.65,7,PUIJONLAAKSO,TORI,722.0,3090,1,13.0,16.5
single,1.3,6,SATAMA,KEILANKANTA,1507.0,7140,1,48.9,8.7
single,0.8,9,MICROTEKNIA,SATAMA,949.0,4240,1,32.0,21.0
season,0.0,9,TASAVALLANKATU,NEULAMÄKI,974.0,3840,1,46.3,4.5
single,0.5,8,TASAVALLANKATU,KAUPPAKATU,595.0,1940,1,15.3,3.9
single,0.1,6,SATAMA,SATAMA,115.0,0,1,0.0,0.0
single,0.35,7,PUIJONLAAKSO,KYS,375.0,1200,1,5.2,12.3
single,100.0,6,TASAVALLANKATU,PIRTTI,22793.0,14690,1,91.3,6.3
single,0.05,7,SATAMA,SATAMA,36.0,0,1,0.0,0.0
single,1.25,7,MICROTEKNIA,KEILANKANTA,1497.0,6850,1,43.0,12.3
single,0.2,7,TORI,SATAMA,232.0,970,1,3.3,6.0
season,0.0,6,KAUPPAKATU,TASAVALLANKATU,524.0,2360,1,16.4,5.7
single,0.65,9,TASAVALLANKATU,KEILANKANTA,747.0,4440,1,19.8,0.3
single,0.05,5,KAUPPAKATU,KAUPPAKATU,26.0,0,0,0.0,0.0
season,0.0,4,MICROTEKNIA,NEULAMÄKI,438.0,1400,1,19.8,0.9
single,0.1,8,KYS,KYS,78.0,0,1,0.0,0.0
season,0.0,6,NEULAMÄKI,MICROTEKNIA,249.0,1420,1,5.9,15.0
single,1.15,9,KAUPPAKATU,MICROTEKNIA,1364.0,5060,1,38.9,13.8
single,0.1,6,MICROTEKNIA,MICROTEKNIA,111.0,0,1,0.0,0.0
season,0.0,7,NEULAMÄKI,MICROTEKNIA,295.0,1410,0,0.0,1.5
single,0.5,5,KYS,KAUPPAKATU,553.0,2000,1,14.6,12.6
season,0.0,6,TORI,MICROTEKNIA,646.0,2560,1,15.4,6.0
season,0.0,10,KAUPPAKATU,TORI,203.0,460,1,5.1,0.9
single,0.55,6,TORI,TORI,636.0,2650,1,20.6,2.1
single,1.15,7,KYS,KEILANKANTA,1377.0,7240,1,23.7,11.4
season,0.0,5,TASAVALLANKATU,KEILANKANTA,775.0,4470,1,21.0,1.2
season,0.0,7,KYS,KYS,109.0,170,1,2.0,0.6
season,0.0,5,TORI,TASAVALLANKATU,516.0,2120,1,17.6,4.2
single,0.9,5,SATAMA,KAUPPAKATU,1043.0,2690,1,26.1,2.7
season,0.0,6,NEULAMÄKI,TORI,1038.0,4430,1,21.3,8.7
single,0.15,7,SATAMA,SATAMA,146.0,180,0,0.0,0.6
single,0.3,5,MICROTEKNIA,NEULAMÄKI,318.0,1390,1,17.4,2.4
single,0.5,8,SATAMA,KYS,548.0,2800,1,17.6,4.5
single,0.05,8,SATAMA,SATAMA,55.0,0,1,0.0,0.0
season,0.0,6,KAUPPAKATU,KEILANKANTA,1279.0,6000,1,32.1,4.8
single,0.1,8,SATAMA,SATAMA,66.0,-30,1,0.0,0.0
single,0.25,9,SATAMA,KAUPPAKATU,241.0,1020,1,10.9,0.0
single,0.15,7,KAUPPAKATU,KAUPPAKATU,140.0,0,1,0.0,0.0
single,0.45,4,KYS,TORI,523.0,1930,1,14.4,4.8
single,0.75,7,KEILANKANTA,TASAVALLANKATU,892.0,4560,1,20.2,1.2
single,0.55,5,PUIJONLAAKSO,MICROTEKNIA,636.0,2490,1,18.6,21.6
single,0.05,6,SATAMA,SATAMA,19.0,0,1,0.0,0.0
single,0.05,6,TORI,TORI,6.0,0,0,0.0,0.0
single,0.05,7,KAUPPAKATU,KAUPPAKATU,59.0,60,1,0.4,0.0
single,0.15,7,TORI,TORI,147.0,10,1,0.3,0.0
single,0.75,7,PIRTTI,KEILANKANTA,862.0,4090,0,0.0,1.2
single,0.45,6,PUIJONLAAKSO,TORI,526.0,2560,1,11.6,14.7
savonia,0.0,9,TORI,TORI,5.0,0,0,0.0,0.0
savonia,0.0,9,TORI,MICROTEKNIA,755.0,3000,1,20.3,6.0
single,0.1,6,KYS,KYS,104.0,240,1,2.0,1.8
single,1.2,5,KEILANKANTA,KAUPPAKATU,1423.0,6110,1,35.4,8.1
season,0.0,8,TORI,PUIJONLAAKSO,594.0,2650,1,29.0,4.2
season,0.0,8,KEILANKANTA,KEILANKANTA,15.0,0,1,0.0,0.0
savonia,0.0,10,KAUPPAKATU,TORI,776.0,2140,1,21.4,4.2
single,0.2,9,SATAMA,TORI,234.0,960,1,9.4,2.4
single,0.55,9,MICROTEKNIA,TASAVALLANKATU,626.0,2900,1,11.7,4.5
single,0.75,8,SATAMA,PUIJONLAAKSO,857.0,3500,1,50.8,4.8
season,0.0,10,TORI,KAUPPAKATU,648.0,1890,1,20.8,9.9
season,0.0,6,KEILANKANTA,PIRTTI,1228.0,5810,1,38.0,4.2
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,465.0,1550,1,25.0,3.3
single,1.8,6,KAUPPAKATU,TORI,2142.0,9650,1,56.3,15.6
single,0.65,10,PUIJONLAAKSO,NEULAMÄKI,775.0,3670,1,32.0,11.1
single,0.2,5,NEULAMÄKI,MICROTEKNIA,230.0,1410,1,2.7,2.7
single,0.25,10,SATAMA,TORI,258.0,930,1,12.0,0.0
season,0.0,7,PIRTTI,KEILANKANTA,1100.0,5810,1,32.7,3.6
season,0.0,4,MICROTEKNIA,NEULAMÄKI,407.0,1430,1,22.1,2.7
single,0.85,7,TASAVALLANKATU,NEULAMÄKI,1017.0,3690,1,32.0,5.1
single,0.9,6,PIRTTI,KEILANKANTA,1031.0,5870,1,31.5,2.4
single,1.05,5,KEILANKANTA,KAUPPAKATU,1209.0,6000,1,31.3,4.2
single,1.25,6,PIRTTI,TASAVALLANKATU,1470.0,8570,1,60.3,1.5
single,0.7,9,NEULAMÄKI,PUIJONLAAKSO,799.0,3720,1,47.1,9.9
season,0.0,7,SATAMA,KAUPPAKATU,265.0,1010,1,8.6,4.5
single,0.2,7,NEULAMÄKI,MICROTEKNIA,209.0,1400,1,4.7,0.0
season,0.0,7,MICROTEKNIA,NEULAMÄKI,325.0,1390,1,20.5,1.5
single,0.05,8,KEILANKANTA,KEILANKANTA,51.0,30,1,0.4,0.0
single,0.05,7,TORI,TORI,46.0,0,1,0.0,0.0
single,0.9,5,SATAMA,NEULAMÄKI,1039.0,5410,1,40.5,14.7
savonia,0.0,10,TORI,KAUPPAKATU,545.0,950,1,7.4,1.8
single,0.45,10,TASAVALLANKATU,KAUPPAKATU,509.0,1960,1,15.7,8.1
season,0.0,8,KYS,KAUPPAKATU,906.0,1890,1,11.1,6.0
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,59.0,0,0,0.0,0.0
single,0.95,6,KEILANKANTA,KAUPPAKATU,1081.0,6050,1,24.8,4.2
single,0.55,6,MICROTEKNIA,PUIJONLAAKSO,620.0,2500,1,32.4,8.4
single,0.65,5,KYS,TASAVALLANKATU,776.0,2640,1,19.5,2.4
season,0.0,7,KEILANKANTA,KYS,1160.0,6710,1,43.0,7.2
season,0.0,6,KAUPPAKATU,PUIJONLAAKSO,598.0,2260,1,23.8,3.9
single,0.05,6,TASAVALLANKATU,TASAVALLANKATU,30.0,0,1,0.0,0.0
season,0.0,8,TORI,TORI,18.0,0,1,0.0,0.0
single,0.05,6,KYS,KYS,54.0,40,1,0.5,0.0
single,0.05,7,TORI,TORI,46.0,0,1,0.0,0.0
season,0.0,7,MICROTEKNIA,TORI,828.0,3670,1,20.9,15.0
single,0.45,7,PUIJONLAAKSO,TORI,518.0,2310,1,12.8,19.5
single,0.4,8,PUIJONLAAKSO,TORI,465.0,2330,1,10.6,15.3
savonia,0.0,9,NEULAMÄKI,TORI,776.0,4400,1,18.7,21.3
single,0.6,5,PUIJONLAAKSO,TORI,663.0,2460,1,17.2,16.2
savonia,0.0,10,TORI,KAUPPAKATU,1123.0,400,1,2.3,0.6
single,1.45,6,TORI,TORI,1711.0,3710,1,36.5,12.3
single,0.35,6,SATAMA,TORI,401.0,920,1,13.8,0.9
single,0.1,6,SATAMA,SATAMA,118.0,20,0,0.0,0.0
season,0.0,10,TASAVALLANKATU,KAUPPAKATU,549.0,0,1,0.0,0.0
single,0.25,7,KYS,PUIJONLAAKSO,277.0,1030,1,14.4,1.2
single,0.7,9,NEULAMÄKI,TASAVALLANKATU,809.0,3730,1,22.7,14.1
savonia,0.0,10,MICROTEKNIA,TORI,812.0,3130,1,23.0,7.5
single,0.45,6,MICROTEKNIA,PUIJONLAAKSO,499.0,2370,1,22.2,4.8
season,0.0,6,NEULAMÄKI,TASAVALLANKATU,739.0,4140,1,19.8,22.5
savonia,0.0,9,SATAMA,SATAMA,229.0,620,1,6.2,2.1
single,0.5,8,NEULAMÄKI,KYS,547.0,2810,1,16.9,18.6
single,0.3,9,MICROTEKNIA,NEULAMÄKI,315.0,1400,1,16.2,2.4
single,0.4,6,SATAMA,TORI,422.0,390,1,3.8,1.2
single,0.05,6,TASAVALLANKATU,TASAVALLANKATU,8.0,0,1,0.0,0.0
single,0.3,7,MICROTEKNIA,NEULAMÄKI,323.0,1400,1,19.3,3.3
single,0.6,7,TORI,TASAVALLANKATU,667.0,2190,1,17.9,9.3
single,0.95,7,NEULAMÄKI,TORI,1111.0,4570,1,32.8,22.8
single,1.05,6,TASAVALLANKATU,KEILANKANTA,1212.0,4500,0,0.0,2.4
savonia,0.0,10,PUIJONLAAKSO,PUIJONLAAKSO,56.0,30,0,0.0,0.0
single,0.6,9,TORI,PUIJONLAAKSO,662.0,2630,1,29.0,2.7
single,0.55,5,TORI,TASAVALLANKATU,618.0,2040,1,10.2,2.1
savonia,0.0,10,KAUPPAKATU,TORI,925.0,1010,1,9.4,0.6
single,0.15,4,KAUPPAKATU,KAUPPAKATU,178.0,-50,1,0.2,0.0
single,0.25,6,PUIJONLAAKSO,KYS,264.0,1050,1,4.5,12.6
single,0.55,10,TORI,PUIJONLAAKSO,630.0,2660,1,31.7,2.1
single,0.65,6,NEULAMÄKI,TORI,773.0,4550,1,22.4,20.4
single,0.85,7,NEULAMÄKI,KAUPPAKATU,962.0,4770,1,35.1,21.3
